,server_timestamp,trade_price,trade_size,is_buyer_maker
588,1603659699943,407.72,0.002,False
589,1603659699943,407.72,0.004,False
590,1603659699943,407.73,2.148,False
591,1603659700932,407.77,0.034,False
592,1603659700936,407.79,0.966,False
593,1603659702332,407.79,0.001,False
594,1603659703898,407.79,0.002,False
595,1603659705993,407.78,0.007,True
596,1603659705993,407.78,0.001,True
597,1603659705994,407.78,0.001,True
598,1603659705994,407.78,0.001,True
599,1603659705994,407.78,0.001,True
600,1603659705994,407.76,0.001,True
601,1603659705995,407.73,4.71,True
602,1603659706019,407.74,2.89,True
603,1603659706223,407.72,2.665,True
604,1603659706223,407.72,1.582,True
605,1603659706223,407.68,0.082,True
606,1603659706451,407.69,1.582,True
607,1603659706451,407.69,0.001,True
608,1603659706451,407.68,2.163,True
609,1603659706681,407.69,0.001,True
610,1603659706682,407.68,0.403,True
611,1603659706683,407.68,1.174,True
612,1603659706910,407.69,0.001,True
613,1603659706910,407.68,0.001,True
614,1603659706910,407.67,1.354,True
615,1603659707142,407.68,0.001,True
616,1603659707142,407.67,0.646,True
617,1603659707144,407.67,2.0,True
618,1603659707144,407.67,0.976,True
619,1603659707371,407.66,3.9,True
620,1603659707372,407.65,1.166,True
621,1603659707602,407.68,0.133,True
622,1603659711631,407.69,3.333,False
623,1603659711631,407.69,0.026,False
624,1603659711631,407.69,0.003,False
625,1603659711631,407.69,0.024,False
626,1603659711631,407.69,0.084,False
627,1603659711631,407.69,3.321,False
628,1603659711631,407.69,0.812,False
629,1603659711632,407.69,0.387,False
630,1603659711632,407.69,0.242,False
631,1603659711632,407.69,0.168,False
632,1603659711633,407.69,0.001,False
633,1603659711634,407.69,0.001,False
634,1603659711634,407.69,0.157,False
635,1603659711634,407.69,0.739,False
636,1603659711635,407.69,0.003,False
637,1603659711635,407.69,1.272,False
638,1603659711635,407.69,5.0,False
639,1603659711635,407.69,1.007,False
640,1603659711635,407.69,0.019,False
641,1603659711635,407.69,0.037,False
642,1603659711635,407.71,2.572,False
643,1603659711635,407.72,0.792,False
644,1603659712657,407.72,1.467,True
645,1603659712888,407.72,0.001,True
646,1603659712888,407.72,0.001,True
647,1603659712888,407.72,0.001,True
648,1603659712889,407.7,0.316,True
649,1603659713125,407.68,0.2,True
650,1603659713125,407.68,0.001,True
651,1603659713125,407.68,2.0,True
652,1603659713125,407.68,1.711,True
653,1603659713348,407.68,0.289,True
654,1603659713349,407.68,0.001,True
655,1603659713349,407.68,0.53,True
656,1603659713349,407.68,0.135,True
657,1603659713578,407.68,0.6,True
658,1603659713579,407.65,0.417,True
659,1603659713808,407.68,0.266,True
660,1603659713811,407.67,0.767,True
661,1603659714037,407.68,0.357,True
662,1603659714037,407.67,0.645,True
663,1603659714269,407.68,0.317,True
664,1603659714269,407.67,0.959,True
665,1603659714269,407.67,0.206,True
